Month,Year,Type,Country,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species
Nov,1947,Unprovoked,Australia,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,M,13,Thighs & knee lacerated,N,16h00,
Aug,1947,Unprovoked,USA,In a canal 10 miles north of St Augustine,Swimming,M,20,"FATAL, calf bitten, leg surgically amputated  ",Y,A.M.,
Jul,1947,Provoked,USA,"Santa Monica, Los Angeles County",Fishing,M,46,PROVOKED INCIDENT,N,,Small shark
Jul,1947,Unprovoked,South Africa,"North Beach, Durban",Swimming,M,20,Right thigh lacerated,N,Morning,
Jun,1947,Unprovoked,USA,"Off Waianae, O'ahu",Fishing,M,35,"Left forearm, arm & leg lacerated",N,10h30,
Apr,1947,Unprovoked,South Africa,"Country Club Beach, Durban",Treading water,M,21,Ankle & shin lacerated,N,12h00,
Apr,1947,Unprovoked,South Africa,"Rocket Hut Beach, Durban",Body surfing,M,14,"Thigh severely lacerated, shin & calf lacerated",N,17h30,
Mar,1947,Unprovoked,South Africa,"Country Club Beach, Durban",Wading,M,18,"Hip abraded, right calf severely lacerated",N,16h10,
Mar,1947,Unprovoked,South Africa,"Country Club Beach, Durban",Treading water,M,22,Lacerations on buttock  &  right foot ,N,12h00,Blacktip shark
Jan,1947,Unprovoked,South Africa,"Country Club Beach, Durban",Treading water,M,18,Flexed left leg lacerated,N,15h50,
Aug,1946,Unprovoked,Australia,"Ellis Beach, 20 miles from Cairns",Swimming after a tennis ball,M,30,"FATAL, body not recovered",Y,15h20,
Jul,1946,Unprovoked,Iran,"Ahvaz, on the Karun River, 275 km from the sea",Swimming ,M,12,"Left Achilles tendon severed, calf muscles severely lacerated",N,,
Apr,1946,Unprovoked,Australia,"Trinity Beach, Cairns",Swimming,M,17,FATAL,Y,13h30,
Mar,1946,,Australia,Grange,Fishing,M,28,"No injury; shark rammed boat, catapulting Leverenz in the sea & damaging boat",N,19h00,
Feb,1946,Unprovoked,South Africa,"South Beach, Durban",Treading water,M,21,Right arm severely lacerated,N,16h00,
Feb,1946,Unprovoked,Australia,"City Beach, Perth",Standing,M,18,"Leg bitten, surgically amputated",N,12h15,White shark
Feb,1946,Unprovoked,South Africa,"Battery Beach, Durban",Swimming ,M,18,Flexed right  knee bitten,N,09h15,
Jan,1946,Unprovoked,South Africa,"Battery Beach, Durban",Treading water,M,15,Knee & calf lacerated,N,17h15,
Jan,1946,Unprovoked,South Africa,False Bay,Jumping in swells,M,18,Foot bitten,N,12h00,
Jan,1946,Unprovoked,South Africa,"Pollock Beach, Port Elizabeth",Body surfing,M,24,Calf lacerated,N,A.M.,
Mar,1945,Unprovoked,South Africa,Scottburgh,Walking,M,37,"Right leg bitten knee to foot, surgically amputated",N,16h30,Zambesi shark
Aug,1944,Unprovoked,South Africa,Margate,Swimming ,M,19,"FATAL, body not recovered",Y,14h00,
Jul,1944,Unprovoked,South Africa,Hartenbos,Swimming,M,17,"FATAL, body not recovered",Y,16h30,White shark
May,1944,Unprovoked,USA,"Atlantic Beach, Mayport,  Duval County",Bathing,F,15,Left calf bitten,N,,Blacktip shark
Mar,1944,Unprovoked,South Africa,"Country Club Beach, Durban",Treading water,M,18,Left thigh bitten,N,17h30,
Mar,1944,Unprovoked,South Africa,"North Beach, Durban",Standing,M,23,"FATAL, left thigh & calf bitten  ",Y,10h00,
Mar,1944,Unprovoked,South Africa,"Country Club Beach, Durban",Treading water,M,16,Ankle severely lacerated,N,17h30,
Feb,1944,Unprovoked,South Africa,False Bay,Treading water,M,,Foot & ankle lacerated,N,>14h30,
Jan,1944,Unprovoked,South Africa,"North Beach, Durban",Body surfing,M,22,"FATAL, right thigh lacerated, femoral artery severed ",Y,13h15,
Jan,1944,Unprovoked,Australia,"First Beach, Forster",Surfing,M,14,"Both legs bitten, one surgically amputated",N,17h00,
Jan,1944,Unprovoked,South Africa,"North Beach, Durban",Swimming,M,26,"FATAL, leg bitten knee to ankle & posterior tibial artery severed; died of toxemia 2 days later ",Y,17h50,
Dec,1943,Unprovoked,South Africa,"Inyoni Rocks, Amazimtoti ",Treading water,M,17,"FATAL, abdomen, buttock & thigh lacerated  ",Y,11h30,
Sep,1943,Unprovoked,Panama,"North shore of Rey Island, Las Perlas archipelago",Dived overboard to check propeller of US Navy motor torpedo boat,M,20,"FATAL, left leg  & shoulder bitten  ",Y,14h35,White shark
Jun,1943,,Australia,Triabunna,Fishing for cod,M,18,"No injury to occupant, shark grabbed rudder and dragged the dinghy stern-first",N,,White shark
May,1943,Unprovoked,Australia,Off Brisbane,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,M,,FATAL,Y,After 04h00,
Mar,1943,Unprovoked,South Africa,"North Beach, Durban",Swimming,M,31,"FATAL, thigh lacerated, both calves bitten  ",Y,16h10,
Dec,1942,Unprovoked,Australia,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",Dog paddling or standing,F,15,"FATAL, legs bitten ",Y,10h50,Bull shark
Nov,1942,Unprovoked,South Africa,50 km off St. Lucia,U-177 torpedoed & sank the troopship Nova Scotia,M,,"192 survived, but 750 perished. Many were taken by sharks, including Levine",Y,09h30,Whitetip shark
Nov,1942,Unprovoked,South Africa,Clifton,Swimming ,M,18,"FATAL, body not recovered",Y,12h30,White shark
Sep,1942,Unprovoked,Australia,"Trinity Beach, 17 km northwast of Cairns",Treading water,M,24,"Right foot severed & calf removed, leg  surgically amputated below the knee",N,16h30,Tiger shark
Jul,1942,Provoked,Italy,Savona,Sculling,M,20,"After he hit the shark with an oar, the shark bit the oar and overturned the boat  PROVOKED INCIDENT",N,,Porbeagle shark
Jan,1942,Unprovoked,Australia,"Egg Rock, Middle Harbor, Sydney",Swimming,F,28,"FATAL, bitten in two  ",Y,15h00,Bull shark
Dec,1941,Unprovoked,Australia,Carnarvon,Swimming,M,10,Right ankle bitten,N,Night,
Jun,1941,Provoked,USA,15 miles south of Jones Inlet,Fishing from 32' boat,M,43,Left hand bitten as he tried to put rope around shark's tail PROVOKED INCIDENT,N,14h00,
Mar,1941,Provoked,USA,"Santa Monica, Los Angeles County",Fishing,M,53,Right hand bitten by boated shark PROVOKED INCIDENT,N,Night,Mako shark
Jan,1941,Unprovoked,South Atlantic Ocean,Off Sierra Leone,Rescuing seaman after ship sunk by German raider,M,19,Clothing torn by sharks,N,19h55,
Dec,1940,Unprovoked,Australia,"Stockton Beach, Newcastle",Standing on sandbank,M,23,"FATAL, injuries to lower back ",Y,09h00,
Dec,1940,Unprovoked,South Africa,"Inyoni Rocks, South Coast",Swimming,M,17,"FATAL, multiple injuries to legs & buttocks ",Y,10h00,
Mar,1940,Unprovoked,South Africa,"Danger Pool, Winkelspruit, South Coast",Treading water,M,25,"FATAL, right thigh & calf bitten ",Y,11h00,White shark
Feb,1940,Unprovoked,South Africa,"Inyoni Rocks, South Coast",Swimming,M,17,"FATAL, left thigh & knee bitten ",Y,16h30,White shark
Feb,1940,Unprovoked,Australia,"North Brighton, Botany Bay",Wading,M,55,"FATAL, injuries to both arms  ",Y,14h00,
Jan,1940,Unprovoked,Australia,Brisbane River,Dived into the water,M,17,Shoulder nipped,N,,Small shark
Jan,1940,Unprovoked,Australia,"North Brighton, Botany Bay",Swimming,M,13,"FATAL, left leg severed  ",Y,10h40,
Jan,1940,Unprovoked,Australia,"Surfers Paradise, near Southport",Swimming,M,22,Chest lacerated,N,Afternoon,
Jan,1940,Unprovoked,South Africa,"Warner Beach, South Coast",Swimming ,M,18,"FATAL, leg & thigh bitten  ",Y,16h00,
Dec,1939,Unprovoked,Australia,"Rubbish Dump Creek, Mackay",Swimming ,M,20,"FATAL, left foot & right leg bitten, later surgically amputated  ",Y,12h15,
Oct,1939,Unprovoked,Australia,Near Restoration Rock off Portland Roads ,"Free diving for trochus shell, swimming to dinghy",M,27,"Both thighs were lacerated, recovered at Thursday Island hospital",N,,Tiger shark
Jul,1939,Provoked,Bahamas,Blue Hole,"Dress diving, filming shark & pulling it through the water for a motion picture scene",M,38,Minor injury to shoulder & back PROVOKED INCIDENT,N,12h00,Nurse shark
Jul,1939,Provoked,USA,"West Bay, 19 miles from Galveston",Seine netting,M,,Leg bitten by snared shark PROVOKED INCIDENT,N,Morning,
Jan,1939,Unprovoked,Australia,Clarence River,Scooping prawns,M,,No injury,N,,
Oct,1938,Provoked,Australia,Between Wynnum & St. Helena Island,Fishing,M,18,Laceration to left foot & ankle by netted shark PROVOKED INCIDENT,N,Afternoon,Tiger shark
May,1938,Unprovoked,Iraq,"Ashar Canal, where people wash clothes & kitchen pans","Swimming, naked",M,9,"Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot.",N,Afternoon,Bull shark
Jan,1938,,Australia,"Lady Martins Beach, Sydney Harbor",Diving off jetty,M,24,Superficial lacerations on feet & toes,,Afternoon,
Nov,1937,Unprovoked,Australia,Ota Reef,Diving for trochus,M,17,FATAL,Y,,
Oct,1937,Unprovoked,Australia,"Kirra Beach, Coolangatta",Swimming ,M,25,FATAL,Y,17h30,Tiger shark
Oct,1937,Unprovoked,Australia,"Kirra Beach, Coolangatta",Swimming ,M,18,FATAL,Y,17h30,Tiger shark
Oct,1937,Unprovoked,Australia,Byron Bay ,Swimming near jetty,M,16,Tooth imprints on torso,N,,
Aug,1937,Unprovoked,Australia,"Mabuiag Island, between New Guinea & Australia","Diving from the lugger San, operated by the Protector of the Aborigines",M,38,"Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",N,11h00,Tiger shark
Jun,1937,Unprovoked,USA,Galveston,Swimming,M,14,FATAL,Y,Night,
May,1937,Unprovoked,Australia,"Ross River, Townsville","Refused permission to cross on the ferry, he was swimming across the river",M,33,"FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee    ",Y,Night,
Feb,1937,Unprovoked,Australia,"Bar Beach, Newcastle",Swimming,M,32,"FATAL, buttocks, ankle & right elbow bitten ",Y,15h20,White shark
Feb,1937,Provoked,Australia,Moreton Island,Fishing,M,20,Left shoulder bitten by netted shark PROVOKED INCIDENT,N,,
Jan,1937,Provoked,Australia,"Lake Conjola, near Milton",Holding shark's tail ,M,18,Bitten on forearm PROVOKED INCIDENT,N,,Nurse shark
Dec,1936,Unprovoked,Australia,"Throsby Creek, Newcastle",Swimming,M,15,"FATAL, leg severed at knee",Y,11h30,
Dec,1936,,Australia,Mordialloc,Fishing,M,50,"FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",Y,,White shark
Jul,1936,Unprovoked,USA,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay",Swimming crawl stroke,M,16,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ",Y,15h30,White shark
Jun,1936,Unprovoked,Australia,Nepean Island,"Diving for trochus , but swimming on surface",M,16,FATAL,Y,,Tiger shark
Apr,1936,Unprovoked,Australia,Arlington Reef near Cairns,Diving for trochus,M,16,"Arm & back bitten, heel lacerated",N,10h00,Tiger shark
Feb,1936,Unprovoked,Australia,"South Steyne, Manly",Swimming,M,14,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Y,15h00,White shark
Jan,1936,Unprovoked,Australia,"West Beach, near Adelaide","Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,FATAL ,Y,18h00,White shark
Sep,1935,Unprovoked,USA,"Browns Inlet on New River, Onslow Beach",Swimming,M,38,"FATAL, thigh bitten ",Y,20h30,
Aug,1935,Unprovoked,Australia,"At Flat Top, near Mackay","Fell overboard, hanging onto lifebuoy",M,38,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Y,Night,
Jul,1935,Unprovoked,Croatia,"Susak / Fiume (Rijeka, Istria)",Swimming,F,22,FATAL,Y,15h00,
Jun,1935,Unprovoked,USA,50 miles offshore,"Fishing for bluefish, shark leapt into dory",M,31,Arm lacerated by a shark that leapt onto boat ,N,,
Mar,1935,Provoked,Australia,Pimpana River,Hauling in net with shark in it,M,38,Calf & shin bitten  PROVOKED INCIDENT,N,,Nose shark
Mar,1935,Unprovoked,Australia,Maroubra Beach,Swimming,M,27,"FATAL, left thigh, buttock, left forearm bitten, finger removed  ",Y,12h30,White shark
Mar,1935,Unprovoked,Australia,North Narrabeen Beach,Standing,M,22,"FATAL, thigh bitten ",Y,17h30,White shark
Feb,1935,Unprovoked,Australia,Austinmer,Surfing (pneumatic surfboard),M,20,"Thigh lacerated, abrasions",N,17h30,
Dec,1934,Unprovoked,Australia,Georges River at Kentucky,Splashing,F,13,Hands severed,N,20h15,Tiger shark
Dec,1934,Unprovoked,Australia," St. Georges River at Moorebank, near Milperra Bridge",Swimming (lead swimmer in race),M,19,"FATAL, left leg bitten ",Y,16h30,
Dec,1934,Unprovoked,Australia,Woy Woy  on the Brisbane Waters,Taken as he dived into the water,M,14,FATAL,Y,13h00,
Oct,1934,Unprovoked,Australia,Woy Woy on the Brisbane Waters,Swimming & splashing,M,12,Leg injured,N,13h00,
Aug,1934,Unprovoked,Croatia,"Susak (Rijeka, Istria)",Swimming,F,18,FATAL,Y,,White shark
Jun,1934,Provoked,Australia,Off Mooloolabah,Fishing,M,,Hand bitten while landing shark PROVOKED INCIDENT,N,Night,Nosed shark
Apr,1934,Unprovoked,Australia,"Elephant Rock, Currumbin near Southport",Body surfing,M,34,Leg lacerated & punctured,N,09h30,
Apr,1934,Unprovoked,South Africa,"Danger Pool, Winkelspruit",Swimming ,M,12,Right thigh lacerated,N,12h00,
Apr,1934,Unprovoked,Australia,North Steyne,Swimming in waist-deep water ,M,15,"FATAL, right leg lacerated",Y,12h30,
Mar,1934,Unprovoked,Australia,"Dee Why, north of Queenscliff ",Swimming in hip-deep water,M,17,"FATAL, leg & buttocks removed ",Y,15h00,
Feb,1934,Unprovoked,Australia,Adolphus Channel,Splashing in water ,M,,"Lacerated knee & foot, deep puncture wounds",N,12h00,Tiger shark
Jan,1934,Unprovoked,Australia,Queenscliff,Swimming on sandbar adjacent to channel,M,22,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,N,15h30,
Nov,1933,Unprovoked,Australia,Near Barrow Point,Pearl diving,M,17,"Hand badly injured, right arm surgically amputated above wrist",N,,Tiger shark
Jun,1933,Unprovoked,USA,North end of Morris Island at mouth of Charleston Harbor,Sitting in 3' of water,M,15,Right knee & left leg bitten,N,,Lemon shark
Apr,1933,Unprovoked,USA,"Miami Beach, Miami-Dade County",Swimming,M,24,FATAL,Y,,Bull shark
Jan,1933,Unprovoked,Australia,"Strand Beach, Kissing Point, Townsville",Swimming,M,38,Severe abdominal wounds FATAL (Note: 14 days earlier a dog was bitten in two by a large shark),Y,17h30,
Oct,1932,Unprovoked,Australia,"Redhead Beach, Newcastle",Swimming,M,24,"Torso bitten with pneumothorax, slight lacerations on left hand",N,11h00,Nurse shark
Jun,1932,Provoked,USA,"10 miles offshore from Sea Isle City, Cape May County",Fishing,M,32,Knee bitten by boated shark PROVOKED INCIDENT,N,,
Jan,1932,Unprovoked,Australia,Ipswich,Swimming,M,,Thigh bitten,N,Afternoon,Small shark
Nov,1931,Unprovoked,Australia,Barrier Reef near Innisfail,Diving for trochus from lugger,M,45,Left foot acerated,N,,
Sep,1931,Unprovoked,Jamaica,"East Beach, Kingsston",Diving off wharf,M,,FATAL,Y,12h00,
Sep,1931,Unprovoked,USA,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming ,F,20,Right thigh & calf lacerated,N,,Hammerhead shark
Aug,1931,Unprovoked,Cuba,"Vedado Baths, Miramar, Havana",Swimming,M,18,FATAL  (Wire netting installed at local beaches after this incident.),Y,FATAL  (Wire netting installed at local beaches after this incident.),
Feb,1931,,Australia,Maroubra Beach,Swimming ,M,39,Death may have been due to drowning,,04h00,
Jan,1931,Unprovoked,Australia,"Yeppoon, near Ross Creek",Swimming,M,18,Severe bump & few superficial wounds ,N,16h00,
Dec,1930,Unprovoked,Australia,"Homebush Bay, Parramatta River, Sydney",Swimming,M,49,"Bumped by shark, legs abraded",N,14h30,
Aug,1930,Unprovoked,Australia,Geraldton,Fishing,M,17,Minor injury,N,15h30,
Jul,1930,Unprovoked,Cuba,"LaPlaya Beach / Vedado, Havana",Swimming,M,29,"Right arm & leg bitten, arm & leg surgically amputated ",N,Evening,
Jul,1930,Unprovoked,USA,"Jensen Beach, Martin County",Swimming,M,21,Arm lacerated from shoulder to wrist,N,,Tiger shark
Feb,1930,Unprovoked,Australia,"Middle Brighton, Port Phillip",Diving off pier & treading water,M,18,FATAL,Y,16h30,White shark
Jan,1930,Unprovoked,South Africa,"Melkbaai, False Bay",Swimming,M,23,Torso & arm bitten,N,17h30,White shark
Dec,1929,Unprovoked,Australia,"White Bay, near Bald Rock Jetty, Sydney Harbor ",Diving by wharf,M,16,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",Y,,Tiger shark
Dec,1929,Unprovoked,Australia,Collaroy,Bathing or body surfing ,F,17,Superficial lacerations on right leg,N,,Small shark
Apr,1929,Provoked,Australia,"Bribie Passage, Caloundra",Standing in knee-deep water,M,19,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,N,13h45,Nurse shark
Mar,1929,Unprovoked,USA,"Sea Spray, Palm Beach",Swimming,M,26,Right sole & toes lacerated,N,12h00,
Mar,1929,Unprovoked,Australia,Ardrossan,Launching rowboat through the surf,M,9,Foot bitten,N,,
Mar,1929,Unprovoked,Australia,Ardrossan,Launching rowboat through the surf,M,12,Legs bitten,N,,
Feb,1929,Unprovoked,Australia,Maroubra Bay,Body surfing,M,20,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y,15h30,
Feb,1929,Unprovoked,Australia,Bondi,Swimming,M,39,"FATAL, right thigh bitten, femoral artery severed",Y,16h00,Galapagos shark
Jan,1929,Unprovoked,Australia,"Alma Bay, Magnetic Island, Townsville",Swimming,M,,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",Y,17h30,
Jan,1929,Unprovoked,Australia,Bondi,Body surfing,M,14,"FATAL, right thigh & hip bitten",Y,18h10,
Nov,1928,Unprovoked,Panama,Taboga Island Bay,Swimming,M,17,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Y,10h00,Carcharhinid shark
Apr,1928,Unprovoked,Australia,Bondi,Treading water,M,19,Tissue of left leg stripped from knee to ankle ,N,16h00,
Apr,1928,Unprovoked,Australia,Graceville,Bathing,M,15,Lacerations to right leg ,N,Morning,
Apr,1928,Unprovoked,Australia,"Cooks Hill, Newcastle",Standing in waist-deep water,M,28,"FATAL, right hand severed, large lacerations on thigh",Y,18h00,
Dec,1927,Unprovoked,South Africa,Little Brak River,Swimming,M,17,"FATAL, leg bitten  ",Y,11h00,White shark
Mar,1927,Unprovoked,Australia,Mereweather Beach,Body surfing / treading water,M,17,"Right buttock & thigh bitten, thumb removed",N,15h00,Nurse shark
Jan,1927,Unprovoked,South Africa,Kidds Beach,Body surfing,M,,Both thighs  lacerated,N,11h45,Raggedtooth shark
Jan,1927,Unprovoked,Australia,"Greys Point, Port Hacking",Swimming,M,15,"FATAL, leg bitten from thigh to ankle",Y,11h30,
Oct,1926,Unprovoked,Australia,Clarence River,Bathing,M,17,"3"" laceration to leg",N,Afternoon,Nurse shark
Jul,1926,Unprovoked,Italy,Varazze,Swimming,M,20,"FATAL, body was not recovered",Y,11h00,White shark
Jul,1926,Unprovoked,USA,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Swimming with dog near canning factory,M,15,Leg & hand lacerated and dog bitten,N, ,White shark
Apr,1926,Unprovoked,South Atlantic Ocean,Steamship bound from Cape Town to Philadelphia,Fell overboard from SS Ripley Castle,M,26,When taken back on board 2 hours later both legs were bleeding from shark bites,N,Night,
