Month,Year,Type,Country,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species
Nov,1992,Unprovoked,USA,"Brevard County, a mile north of Sebastian Inlet",Surfing,M,19,Forearm  & hand bitten; tooth fragments of the shark were recovered from the surfer's hand,N,07h30,Blacktip shark
Nov,1992,Unprovoked,USA,,Surfing,M,24,Right ankle bitten,N,13h00,
Nov,1992,,USA,"Ano Nuevo, San Mateo County",Kayaking,M,46,"No injury, kayak bitten",N,12h50,White shark
Nov,1992,Unprovoked,USA,"San Nicholas Island, Santa Barbara County",Scuba diving (submerged),M,40,Foot punctured,N,14h00,Unidentified shark
Nov,1992,Unprovoked,USA,"North Jetty Park, Fort Pierce, St Lucie County",Surfing,M,17,Heel bitten,N,14h15,
Nov,1992,Unprovoked,USA,"Kea'au Beach Park, O'ahu",Body boarding,M,18,Right leg severely lacerated  FATAL,Y,09h45,Tiger shark
Oct,1992,Unprovoked,USA,"Castle Rock, San Miguel Island, Santa Barbara County",Hookah diving for sea urchins,M,40,Foot & swim fin punctured,N,11h00,White shark
Oct,1992,Unprovoked,USA,"Lanaikea, O'ahu",Surfing,M,28,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board",N,07h40,Tiger shark
Oct,1992,Unprovoked,Australia,"North Point Beach, Moreton Island",Surfing,M,28,FATAL,Y,14h30,White shark
Sep,1992,Unprovoked,USA,"Gold Beach, Curry County",Surfing,M,20,Minor bruises,N,17h00,White shark
Sep,1992,Unprovoked,USA,"South Jetty, New Smyrna Beach, Volusia County",Standing,F,18,Right ankle & calf bitten,N,15h00,
Aug,1992,Unprovoked,Bahamas,Double Breasted Cays ,"Snorkeling, carrying a speared fish in her hand",F,34,Left hand bitten,N,,Blacktip shark
Aug,1992,Unprovoked,Australia,"Lipson Cove, Tumby Bay",Surfing,M,17,"Minor cuts, sufboard bitten",N,17h50,White shark
Aug,1992,Unprovoked,USA,"Klamath River, Del Norte County",Surfing,M,22,"No injury, board bitten",N,17h00,White shark
Aug,1992,Provoked,USA,"Manalapan, Palm Beach County",Snorkeling,M,26,"Grabbed metal leader to shark, shark clamped on  & bit  left bicep PROVOKED INCIDENT",N,,Nurse shark
Jul,1992,Unprovoked,USA,"Manasota Beach, Sarasota County",Standing,F,42,Lacerations to left foot,N,12h33,Small shark
Jun,1992,Unprovoked,Reunion,Cap de la Marianne,Surfing,M,16,FATAL,Y,14h30,Bull shark
May,1992,Unprovoked,Reunion,Lieu-dit Cayenne,Surfing,M,,FATAL,Y,14h00,Tiger shark
Apr,1992,Unprovoked,New Zealand,"Meteorologic Station on Campbell Island, 370 nautical miles south of New Zealand",Snorkeling,M,,"Right forearm severed, left forearm lacerated & broken",N,15h30,White shark
Apr,1992,Unprovoked,South Africa,Nahoon,Surfing,M,35,Punctures & lacerations on lower leg,N,13h20,
Mar,1992,Unprovoked,USA,"Cannons, at Ha'ena on the north shore of Kaua'i Island","Surfing, paddling seawards",F,36,"Foot bitten, crescent of bitemarks in both sides of board",N,>06h45,Tiger shark
Mar,1992,Unprovoked,Australia,Point Lonsdale,Surfing,M,17,"Right thigh, back & hand lacerated",N,,Whaler shark
Mar,1992,Unprovoked,Japan,Matsuyama,Hookah diving for pen shells ,M,41,"FATAL, body not recovered",Y,15h20,White shark
Mar,1992,Unprovoked,USA,"Winchester Bay, Douglas County",Surfing (sitting on his board),M,21,"Left shoulder & side bitten, board broken",N,09h45,White shark
Feb,1992,Unprovoked,USA,"Leftovers, near Waimea Bay, O'ahu",Body boarding,M,,FATAL Disappeared. His board washed ashore next morning with crescent-shaped piece missing and serrated toothmarks of a shark,Y,Late afternoon,Tiger shark
Feb,1992,Unprovoked,Japan,Matsuyama,Diving for pen shells,M,,"No injury, steel diving helmet bitten 3 times",N,10h00,
Feb,1992,,Australia,"Clifton Beach, southwest of Hobart",Surfing,M,19,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",,19h30,
Jan,1992,Unprovoked,Reunion,Revine-3-Bassins,Spearfishing,M,,Survived,N,16h30,Grey shark
Jan,1992,Unprovoked,Australia,Tweed Heads,Boogie boarding,M,19,Right leg lacerated,N,20h00,Whaler shark
Jan,1992,Unprovoked,South Africa,Isipingo,Swimming ,M,19,Right foot lacerated,N,17h30,Zambesi shark
Jan,1992,Unprovoked,South Africa,Sheffield Beach,Spearfishing,M,36,Left cheek lacerated,N,17h15,Blacktip shark
Dec,1991,Unprovoked,USA,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County",Hookah diving for sea urchins,M,25,"No injury, shark became tangled in hose & towed him 100'",N,15h06,White shark
Nov,1991,Unprovoked,USA,"Olowalu, Maui",Snorkeling,F,41,"FATAL, right leg at hip, left leg and right forearm severed  ",Y,09h00,Tiger shark
Nov,1991,Unprovoked,USA,"Olowalu, Maui",Snorkeling,F,,Right calf abraded,N,09h00,Tiger shark
Nov,1991,Unprovoked,USA,"Maliko Point, Maui","Fishing from rocks, swept out to sea by large wave & treading water",M,,"Body not recovered, shorts found indicating shark bite on left side",Y,16h30,Tiger shark
Nov,1991,Provoked,USA,Near Port Canaveral Coast Guard Base,Fishing,M,,Hand bitten as he was cleaning hooked shark PROVOKED INCIDENT,N,12h54,
Oct,1991,Unprovoked,USA,"Melbourne Beach, Brevard County",Surfing,M,21,Right foot & ankle lacerated,N,08h30,
Oct,1991,Unprovoked,USA,"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County",Surfing,M,32,"Arm, shoulder & back bitten",N,07h30,White shark
Sep,1991,,Bahamas,Bimini,Spearfishing,M,32,"Initally reported as a shark attack, forensic examination concluded cause of death was drowning",,17h00,
Sep,1991,Unprovoked,Australia,"Snapper Point, Aldinga Beach, Adelaide",Scuba diving,M,19,FATAL,Y,15h00,White shark
Aug,1991,Provoked,Australia,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane",Finning the shark that bit him,M,36,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",N,Afternoon,
Aug,1991,Unprovoked,USA,"Myrtle Beach, Horry County",Swimming,M,23,Deep cuts on lower leg,N,13h30,Sand shark
Aug,1991,Unprovoked,USA,"Vero Beach, Indian River County",Wading,F,10,Bite to left thigh & calf,N,16h35,
Jul,1991,,Italy,"Portofino, 20 miles offshore, Tigullio Bay, Santa Margherita Ligure (Liguria)",Canoeing,F,40,No Injury to occupant; canoe bitten,N,15h30,White shark
Jul,1991,Unprovoked,USA,"John Pennekamp Marine Park, Monroe County",Snorkeling,M,39,Arm bitten,N,,Reef shark
Jul,1991,Unprovoked,USA,150 miles from Crystal River,Swimming from makeshift raft  to life vest after fishing boat sank,M,42,Punctures in lower abdomen & groin ,N,,Blacktip shark
Jul,1991,Unprovoked,USA,"South Miami Beach, Dade County",Swimming,M,22,Arm bitten,N,18h45,
Jul,1991,Unprovoked,Reunion,"Ravine des Sables, Saint Leu",Surfing,M,30,Left arm severed,N,17h30,Tiger shark
Jul,1991,Unprovoked,USA,"8.5 miles south of Ano Nuevo State Reserve, Davenport County",Surfing,M,32,"Forearm, upper thigh, knee & ankle lacerated",N,09h30,White shark
Jun,1991,Unprovoked,USA,"Jacksonville Beach, Duval County",Surfing,M,18,Hand bitten,N,17h30,
Jun,1991,Unprovoked,USA,"Tampa Bay, Hillsborough County",Swimming behind sailboat,M,31,"Left ankle, calf, thigh and abdomen bitten",N,11h30,Lemon shark
Jun,1991,Unprovoked,Hong Kong,"Silverstrand Beach, near Hung Hau ",Swimming ,F,65,Abdomen bitten & leg severed  FATAL,Y,Between 06h00 & 07h20,Tiger shark
May,1991,Unprovoked,USA,"Ma'ili Beach, O'ahu",Sitting on surfboard,M,23,Right calf bitten,N,16h45,
May,1991,Unprovoked,South Africa,Gordons Bay,Scuba diving,M,,"No injury, tank scratched by shark",N,13h00,White shark
Apr,1991,Unprovoked,USA,"South of Ponce Inlet, New Smyrna Beach, Volusia County","Surfing, collided with shark",M,22,Right thigh,N,11h00,
Apr,1991,Unprovoked,USA,"One'ula Beach Park, 'Ewa Beach, O'ahu",Sitting on surfboard,M,,Deep lacerations to calf & ankle,N,17h30,
Mar,1991,Unprovoked,Australia,Bass Point,Scuba diving,M,18,Lacerations to arm & leg,N,,Nurse shark
Feb,1991,Unprovoked,USA,"Neskowin, Tillamook County",Surfing,M,38,Calf lacerated & board bitten,N,09h30,White shark
Feb,1991,Unprovoked,South Africa,Millers Point,Spearfishing,M,20,Foot & swim fin bitten,N,12h30,White shark
Jan,1991,Unprovoked,Australia,Mermaid Waters,Swimming,M,35,"Hands, legs & buttocks lacerated",N,08h10,
Nov,1990,Unprovoked,Australia,Nerang River,Swimming ,M,26,"Abdomen, hip, leg & arm bitten",N,,
Nov,1990,Unprovoked,USA,"Monastery Beach, Carmel Bay, Monterey County",Scuba diving (but on surface),F,,Leg bitten,N,15h00,White shark
Nov,1990,Unprovoked,USA,"Spanish River Park Beach, Palm Beach County",Surfing,M,24,"Ear, shoulder, arm, wrist & ear injured",N,09h30,
Oct,1990,Unprovoked,USA,"Melbourne Beach, Brevard County",Surfing,M,50,"Hand & wrist bitten, tooth fragments in wound",N,16h55,
Oct,1990,Unprovoked,USA,"Indialantic, Brevard County",Surfing,M,18,Cuts on left foot ,N,15h30,
Oct,1990,Unprovoked,Australia,Mermaid Waters,Swimming,M,26,Buttocks & hip bitten,N,20h30,
Oct,1990,Unprovoked,USA,"North end of County Beach, Palm Beach County",Surfing,M,25,Wrist bitten,N,16h00,Spinner shark
Oct,1990,Unprovoked,USA,"Hanalei Point, Kaua'i",Surfing,M,43,"No Injury, board bitten",N,15h00,Tiger shark
